tot_diff,auto_diff,teleop_diff,endgame_diff,label
119.37231184951088,36.20426895956858,83.34517850651586,14.493869710715796,1
-87.40787468907477,-23.474321851799317,-54.10333471277899,-5.720901293447016,0
23.928710804640446,5.485525250932916,24.57551548577326,4.80405088760091,1
63.91407363891744,13.409971979694232,50.504101659223245,7.336255084066103,1
89.48261046611374,27.257798823608006,60.313779938336054,0.01014715356892637,1
-73.28962759905019,-18.860175379449682,-54.44499052554491,-13.33679059995594,0
-27.50789133589751,-4.128483180786681,-21.831320330641482,-3.0511947602690928,1
-60.393330632146046,-21.47264316377908,-43.17419346301611,-1.207412543511083,0
-154.02616412356994,-51.63226481819058,-102.39389930537943,-11.578182498903363,0
58.58178766378685,11.729939277938774,51.25028223031762,3.9396226691264644,1
165.40135137319007,53.848842244355005,111.18956524913474,11.84055272300196,1
-5.322060681166477,4.127222037893777,0.3964737113806649,-2.0266871530352404,1
-44.386738082818994,-15.788164761709119,-28.598573321109885,-9.075196679928588,0
-21.763748930347845,11.170231428845732,-23.435629502508604,-2.4922634903208944,0
-0.628691221866994,-6.5852947140324645,-1.3608703846692478,-4.929052280768536,1
3.1175515825771,3.9527664043524915,-0.8352148217754021,2.8154318245369296,1
10.841737451017963,-1.2433159561886562,12.246650717835784,-7.047562943489545,1
73.23324373773102,26.56261125757391,45.12254465568778,-1.7820745048222388,1
-11.901868988338563,9.039250905208924,-11.288037385624534,-1.9425299886687064,0
-148.99676363832074,-49.98073924436514,-99.01602439395569,-8.57901355440142,0
27.140917449100414,7.26932714796205,14.465148128473366,3.298993380322445,0
90.86944053838985,24.70021017041969,66.16923036797016,15.071464995883531,1
117.0091175493549,45.33381470484207,77.42915059093383,2.7071224586480653,1
-51.37857623973636,-20.7154474638824,-40.50888520629489,-8.407091344521664,0
-24.22120746677375,-9.138390549225434,-14.90568130097472,-7.423895509816035,0
4.742925737190859,0.2549528808565924,6.399004560504011,0.6225073257635447,0
8.518268277013469,0.8821378046843904,7.620592166384675,-5.561812232985979,0
-63.17953689545526,-17.436061863278436,-44.195387207707405,-7.1675844799506,0
-43.74387575963617,-11.201538566569702,-38.31172324543188,-5.837212739719259,0
-110.50702050823914,-49.378285786181664,-70.7973555359249,-5.746362718488827,0
-2.6521672410034114,-7.099541362650223,4.825856307291559,6.546378279862253,0
-87.76785701788336,-22.921440351348174,-55.000660236094305,-1.3801535880931404,1
-20.136901226911327,-12.658898517280141,-7.292194446504375,4.785571970277546,0
86.72439213562629,24.700009778081597,67.79376840991006,12.163052713640823,1
-18.228079957407388,-9.147256861270009,-17.362953396164535,2.4732458053539705,0
29.415437978850633,9.460796870423145,19.777505491853915,7.107157001268135,1
71.85385008125314,17.047822146433155,50.71411925080007,-1.5783943182941407,1
12.597999905571413,-10.391363743685119,13.30520452944478,-4.261815984181492,0
-29.840412196831096,-17.97838901969513,-17.631409229501372,4.423735335380783,1
71.85385008125314,17.047822146433155,50.71411925080007,-1.5783943182941407,1
-29.840412196831096,-17.97838901969513,-17.631409229501372,4.423735335380783,0
-29.840412196831096,-17.97838901969513,-17.631409229501372,4.423735335380783,1
17.629787310926773,6.5811598940105345,16.14553257648214,7.722098731628844,0
14.325131294201128,-4.980000188091176,19.668075361992674,3.236565328404554,1
57.14982539049913,17.628248721144324,37.97348884488542,2.4677511170645214,1
-61.64544623051401,-32.129785783894306,-32.40060547412277,-2.003480475786656,0
-10.519267099546767,7.230281680644881,-17.734010474247242,-2.6409647581442215,1
37.548877868451605,28.647933758651842,18.74670054024068,5.171042498965193,1
50.21234427048738,15.421360783257274,37.660390208788755,2.746102470531337,1
-63.219609648360176,-7.051114137031513,-61.26540067089456,-17.90126952959393,0
-43.24656991692186,-29.83829935586977,-23.254026991493006,-8.627403083308428,0
35.835132111127194,19.252506886552702,16.219681344874104,2.693568849855506,1
11.282331352452005,10.701210846746548,2.1292083301748335,-1.3967570965376606,0
-31.707627570467423,-5.478028283868328,-31.32650444616501,-7.835215314377207,0
23.348478204730114,3.129795051837549,20.58162703259294,2.8244575579950286,0
-61.73742719862222,-26.286671616473278,-35.45075558214892,0.35700940409524407,1
-46.69570513387963,-18.55596521422498,-31.00914664121332,1.9177855105175254,0
23.047767673115125,5.1486969085342835,22.995975924146748,7.395799330531666,0
57.85945616555066,38.810216857589026,28.894995738402557,4.383438043833898,1
37.0882051715331,14.719981830366613,23.916311165635854,7.395628506540865,1
-86.86149325817671,-33.27431347993473,-68.52984136824881,-11.664745375355261,0
19.65420683168938,3.6234126695124864,16.409276347821667,8.568445896712365,0
19.151551235534136,-4.7239514008512735,23.87550263638543,-2.421800502244432,1
27.4499521276078,10.971268494403665,16.47868363320412,2.056507625061542,0
-8.194136983008164,3.196043978396496,-11.390180961404653,-6.757458089618012,0
-33.72610591834804,-10.165423307350881,-24.89753981403085,-2.7037319017791184,0
-12.970686746153397,5.764179917247155,-18.734866663400553,-8.202293198327453,0
