number,tot_value,auto_value,teleop_value,endgame_value
3491,33.55919615552643,9.689211263892956,28.24978156400175,9.34111133754501
10517,22.053865888383026,5.0411055499836035,17.791604028220707,5.415274503854709
11143,63.675355096480395,16.019128888357756,47.656226208122604,7.742132472901517
11144,51.0174672588977,15.421570446457928,40.3379624305038,7.636985749474806
11145,20.478129486098794,5.384818230864177,15.093311255234607,6.793942848769071
11146,76.71375975541167,26.78091328391883,51.971124331688124,9.406384037212181
11147,33.61594270106116,0.053485462211838364,33.56245723884934,6.497006395673308
11148,88.26786795821994,21.23726302213351,67.03060493608642,6.333293197950417
11258,31.449542478957017,7.381677504219842,27.68346982721311,6.999899952878343
11322,27.03203630795418,6.348460920139427,20.683575387814752,8.00917072794076
11323,13.926424263703165,2.652757433673197,11.273666830029963,4.686862107254322
11505,29.111085473497003,3.1569147341306856,26.317114619066686,8.525060993777306
11506,31.958469975852413,10.31653186655371,21.657476415243107,10.90623358852972
11511,107.66570840003149,35.57377310002365,72.09193530000788,12.066548628480318
12554,14.87599374875235,10.303403182164404,12.986159336029163,9.493278803159527
12993,17.8494116974049,6.045574765515633,11.803836931889267,6.571613429392236
13626,29.448836598192116,-1.8366078737087983,31.285444471900924,13.02837847112187
14339,4.826715070827522,0.22181022284532959,4.604904847982189,5.279405346684987
14340,18.549219184508345,3.4154289615549196,15.133790222953433,4.938351165906694
14380,82.72414219393359,22.068513106655573,60.655629087278,14.446505521268698
14385,12.586829441082399,2.8767351571263995,9.710094283956,5.538148836299596
14466,10.386070354009943,-0.5184769951932733,10.904547349203224,3.6777300019268915
14579,20.513288269052932,9.492073832380969,12.569302261141344,6.678230489319235
15144,27.918256023293477,8.785071696644124,19.13318432664935,6.820190048177943
15210,32.939807213570795,6.4115490990303625,28.382617503645978,8.54659638310583
15215,72.08290471788693,19.071662768378285,53.011241949508666,7.668995503624479
15297,85.73573677407725,30.283490042015163,65.5644822275666,8.817730467362702
17556,23.443975882507118,6.40829557021647,17.035680312290644,8.157696100258129
18187,10.831455335725094,1.9905005626160066,8.84095477310909,4.146745064003266
18228,49.3607744275712,13.396579289714449,35.964195137856784,8.878138520543054
18306,57.55231481674178,27.136161819300156,43.407488601035816,15.157178486738477
18359,49.745775527431285,15.42492035072437,34.32085517670694,7.874830185815788
18360,98.17253638411225,35.68584966233547,62.48668672177679,11.890568159558779
18362,26.600640738728682,3.0156867388417083,23.58495399988697,5.783647153144422
18363,62.02532761048266,18.40147525009043,48.42189396326475,6.217162701054741
18439,6.299908522415514,0.8400286992489093,5.459879823166603,1.8460624170263302
18611,27.441921183607104,4.02402330656323,23.417897877043867,5.833420094376309
19093,59.55231123101282,15.231372424905118,44.32093880610772,8.969225176681594
19218,12.262337202704312,3.924214659531868,8.338122543172444,4.20644404633309
19296,58.49313443815576,26.13150535449314,39.45053198326157,4.145537975441878
19341,12.783170546580237,3.9827524216018904,12.420924293974187,5.696440388933741
19377,6.627297894092316,-3.9701576312327536,10.597455525325078,4.371516638956514
19450,46.763659171532765,13.23537612911559,33.52828304241718,9.036507774817006
19584,22.00860897164696,4.280091684040083,17.72851728760688,6.456550328523159
19745,150.21877528820485,50.388437459952186,99.83033782825267,10.505312882737776
21472,4.449473407161483,-0.08591878054133106,4.535392187702813,5.416378195456385
21520,38.1405033633139,14.254009787208807,23.886493576105106,5.932171689992987
21612,41.020227546735775,23.963987824920622,17.05623972181515,3.659480059133772
21657,8.151664571076978,-0.4407848158848683,8.592449386961851,7.151939655493168
21803,17.862558801100704,3.0804603986029084,14.782098402497793,1.7715998080021114
22407,25.949459102598638,5.121616227379052,20.827842875219595,8.117442360728697
22975,79.01136890894765,21.17596235556911,57.83540655337854,10.30039359431857
23173,14.360948262781626,7.176408673620173,7.184539589161449,4.006777781901718
23300,39.38465783876089,8.509334208112405,30.875323630648463,6.571178696675464
23332,20.062665237905854,4.690327494335732,15.37233774357012,5.967433459123024
23333,16.36539448286467,2.1432993083503513,14.22209517451431,8.652063347590211
23334,47.26484897088396,16.028245732760052,31.236603238123898,8.761537179156962
23369,28.176657895246926,8.157991014102024,23.071591529031082,9.671157031153058
23454,12.957741293128574,-2.2068651553306324,15.16460644845922,5.2875526592531825
23636,79.62519187853391,22.449893987069558,64.468705875537,7.94815617174769
23771,17.5741253204428,3.8445568572966713,13.729568463146116,3.8942635651116433
23875,39.158899302279195,10.616126738350722,36.868678879719724,6.9533612922563135
24089,83.65483146088002,29.640168106976265,56.899608381406814,11.571886140863079
24404,2.9860418255171313,-0.5646163736132177,3.5506581991303485,4.792940772888522
24669,17.301335070317577,0.2590168893809284,17.042318180936643,6.960985983130969
24697,76.20403761915159,35.307801053595995,40.896236565555625,5.332208593053327
24736,49.28258661355411,7.861423068903001,42.58759182678066,10.056203059775909
24766,7.633302896214009,4.573625996874634,3.0596768993393777,5.385750574999538
24961,31.018311155043268,7.122392738799064,24.626266826463944,8.390049073517865
24963,29.71731021449709,6.614805133697906,23.1025050807992,6.815915146890796
25398,16.229543052753307,4.277038556992922,11.952504495760394,5.46824633620361
25573,12.534418927453782,1.486377996219882,11.048040931233903,6.7137575551257616
25614,35.77608590280078,11.329828870614856,30.215643084551292,8.975022729018685
25827,7.322612835900914,1.572863161512955,5.749749674387971,2.3946122379074084
26000,126.1492429155351,42.11365254545029,84.03559037008486,9.925885977412285
26085,28.51282394946532,8.37167645053934,20.14114749892598,6.6038377284791165
26129,42.49421553875761,6.89343647270926,35.994050531585074,6.802981098125448
26202,17.03934079609326,0.663948977103947,16.3753918189893,5.227236053437671
26716,35.89502991035875,11.35746302923462,24.537566881124125,6.443317395240038
